#-------------------------------------------
# Food Diary Report - Detailed Report,"Saturday, February 1, 2020","Saturday, February 29, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,1539,36.33,126.02,56.64
Breakfast,274,11.21,30.17,13.7
Lunch,251,7.94,24.9,14.18
Dinner,631,15.52,54.25,25.41
Snacks/Other,382,1.66,16.69,3.35

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
 Snacks/Other,,,,,,,,,,

"Tuesday, February 25, 2020",1677,21.01,3.889,157.67,15.24,39.83,22.23,3579.38,10,1719
 Breakfast,,,,,,,,,,
 Lunch,,,,,,,,,,
 Dinner,1159,6.56,2.884,73.17,4.5,25.3,6.78,2591,10,1481
  Red Table Wine,845,0,0,25.95,0,6.16,0.7,40,0,1263
"   1,000 ml"
  Apples,72,0.23,0.039,19.06,3.3,14.34,0.36,1,0,148
   1 medium (2-3/4" dia) (approx 3 per lb)
  Flour Tortilla,122,3.02,0.736,20.03,1.2,0.75,3.23,248,0,60
   1 tortilla (approx 7" dia)
  Cheddar Cheese,40,3.31,2.109,0.13,0,0.05,2.49,62,10,10
   10 g
  Trader Joe's Salsa Verde,80,0,0,8,0,4,0,2240,0,0
"   8  x 2 tbsp, 240 g"
 Snacks/Other,518,14.45,1.005,84.5,10.74,14.53,15.45,988.38,0,238
  Italian Bread,309,3.99,0.975,57,3.1,0.95,10.03,666,0,125
   114 g
  Apples,55,0.18,0.03,14.64,2.5,11.01,0.28,1,0,113
   1 small (2-1/2" dia) (approx 4 per lb)
  Lantana Yellow Lentil Hummus,154,10.28,,12.86,5.14,2.57,5.14,321.38,0,
   72 g

"Wednesday, February 26, 2020",2108,31.24,9.123,163.71,22.45,16.31,66.32,1702,116.75,589
 Breakfast,431,13,2.17,64.38,7.1,3.55,13.57,786,0,428
"  Cooked Pinto, Calico or Red Beans",176,8.34,1.076,19.05,4.7,0.64,6.52,198,0,318
   100 g
  Flour Tortilla,122,3.02,0.736,20.03,1.2,0.75,3.23,248,0,60
   1 tortilla (approx 7" dia)
  White Bread,133,1.64,0.358,25.3,1.2,2.16,3.82,340,0,50
   50 g
 Lunch,,,,,,,,,,
 Dinner,767,18.24,6.953,98.97,15.35,12.76,52.75,912,116.75,154
  Treasures from the Sea Flounder Fillets,153,1.7,,0,0,0,34,136,110.5,
   192 g
"  Brown Rice (Medium-Grain, Cooked)",218,1.62,0.322,45.84,3.5,,4.52,2,0,154
   1 cup
  Sharwood's Tikka Masala Sauce,175,11.25,6.25,16.25,1.25,6.25,2.5,475,6.25,0
"   1 1/4  x 1/2 cup, 156 g"
  Garbanzo Beans,221,3.67,0.381,36.88,10.6,6.51,11.73,299,0,
   3/4 cup
 Snacks/Other,910,0,0,0.36,0,0,0,4,0,7
  Whiskey,910,0,0,0.36,0,0,0,4,0,7
   13 fl oz (no ice)

"Thursday, February 27, 2020",1451,38.83,7.248,115.36,4.9,42.58,86.74,2087,153,1765
 Breakfast,399,4.94,1.076,75.92,3.6,6.46,11.46,1022,0,150
  White Bread,399,4.94,1.076,75.92,3.6,6.46,11.46,1022,0,150
   150 g
 Lunch,,,,,,,,,,
 Dinner,772,33.89,6.172,39.33,1.3,36.12,75.28,1064,153,1613
  Salmon,497,20.17,4.287,0,0,0,73.55,156,153,1439
   12 oz boneless
  Honey,128,0,0,34.61,0.1,34.49,0.13,2,0,22
   2 tbsps
  Olive Oil,119,13.5,1.864,0,0,0,0,0,0,0
   1 tbsp
  Jalapeno Peppers,8,0.17,0.017,1.65,0.8,0.97,0.38,0,0,60
   2 peppers
  Vinegar,5,0,0,0.01,0,0.01,0,1,0,1
   2 tbsps
  Soy Sauce,8,0.01,0.001,1.22,0.1,0.27,1,902,0,35
   1 tbsp
  Cilantro,2,0.03,0.001,0.24,0.2,0.06,0.14,3,0,34
   6 sprigs
  Lime Juice,5,0.01,0.002,1.6,0.1,0.32,0.08,0,0,22
   1/2 lime yields
 Snacks/Other,280,0,0,0.11,0,0,0,1,0,2
  Whiskey,280,0,0,0.11,0,0,0,1,0,2
   4 fl oz (no ice)

"Friday, February 28, 2020",1202,31.04,11.809,100.17,3,3.02,76.2,1003,212,1535
 Breakfast,656,29.32,11.296,27.45,2.3,2.83,66.72,379,159,1265
  English Muffin,132,0.98,0.425,25.62,2,2.05,5.14,246,0,63
   1 muffin
  Butter,102,11.52,7.294,0.01,0,0.01,0.12,2,31,3
   1 tbsp
  Salmon,414,16.81,3.572,0,0,0,61.29,130,128,1199
   10 oz boneless
  Red Onions,8,0.01,0.005,1.82,0.3,0.77,0.17,1,0,
   2 thin slices
 Lunch,,,,,,,,,,
 Dinner,546,1.72,0.513,72.72,0.7,0.19,9.48,624,53,270
  Beer,310,0,0,25.56,0,0,3.31,29,0,194
   2 cans or bottles (12 fl oz)
  White Rice,204,0.44,0.12,44.08,0.6,0.08,4.2,577,0,55
   1 cup cooked
  Egg,18,1.24,0.387,0.1,0,0.1,1.57,18,53,17
   1/4 large
  White Flour,14,0.04,0.006,2.98,0.1,0.01,0.4,0,0,4
   1/2 tbsp
 Snacks/Other,,,,,,,,,,

Total,41558,980.87,330.992,3402.49,340.32,616.1,1529.17,51647.66,8176,38702
